id,values
27351,1.8
27352,1.7
27353,1.5
27354,2.3
27355,2.7
27356,2.4
27357,1.6
27358,19.9
27359,1.0
27360,0.7
27361,0.3
27362,-0.7
27363,-1.2
27364,-1.8
27365,16.2
27366,-3.9
27367,-4.6
27368,-4.9
27369,-4.0
27370,-3.0
27371,-2.5
27372,17.2
27373,-1.4
27374,-1.2
27375,-1.0
27376,0.0
27377,-0.3
27378,16.8
27379,-3.0
27380,-2.4
27381,17.6
27382,-1.2
27383,-1.2
27384,-1.2
27385,-0.9
27386,-0.8
27387,-0.1
27388,0.1
27389,20.0
27390,0.4
27391,0.1
27392,20.1
27393,20.7
27394,2.8
27395,4.4
27396,25.3
27397,24.8
27398,6.1
27399,7.2
27400,6.7
27401,6.4
27402,6.5
27403,6.6
27404,25.7
27405,6.3
27406,6.5
27407,6.5
27408,6.5
27409,6.7
27410,6.3
27411,6.6
27412,5.9
27413,24.2
27414,4.6
27415,4.3
27416,4.6
27417,4.0
27418,23.2
27419,4.1
27420,4.2
27421,23.4
27422,23.7
27423,4.0
27424,4.0
27425,4.1
27426,3.8
27427,3.1
27428,2.6
27429,21.6
27430,1.6
27431,1.1
27432,0.8
27433,1.5
27434,2.8
27435,21.9
27436,2.2
27437,1.8
27438,22.2
27439,22.0
27440,3.4
27441,23.0
27442,4.0
27443,6.4
27444,6.1
27445,6.0
27446,25.4
27447,6.7
27448,25.4
27449,4.8
27450,2.4
27451,21.1
27452,21.9
27453,2.7
27454,3.0
27455,3.2
27456,2.9
27457,22.0
27458,2.5
27459,2.5
27460,1.6
27461,1.2
27462,0.8
27463,19.5
27464,0.1
27465,0.9
27466,5.0
27467,25.4
27468,7.8
27469,27.7
27470,8.1
27471,7.5
27472,6.9
27473,4.3
27474,22.8
27475,5.2
27476,4.8
27477,24.1
27478,4.4
27479,3.2
27480,2.6
27481,2.8
27482,1.4
27483,2.4
27484,4.3
27485,4.2
27486,4.3
27487,3.6
27488,4.7
27489,7.8
27490,9.3
27491,10.5
27492,10.3
27493,9.9
27494,10.0
27495,10.1
27496,29.1
27497,9.6
27498,9.5
27499,9.5
27500,9.4
27501,9.1
27502,9.2
27503,9.2
27504,28.7
27505,9.3
27506,9.0
27507,8.8
27508,8.9
27509,8.3
27510,8.3
27511,8.9
27512,8.6
27513,8.1
27514,28.1
27515,28.2
27516,9.2
27517,9.4
27518,9.5
27519,9.4
27520,9.2
27521,8.8
27522,8.4
27523,27.8
27524,8.7
27525,8.6
27526,6.6
27527,26.1
27528,6.6
27529,6.1
27530,6.4
27531,7.0
27532,7.1
27533,7.1
27534,7.3
27535,7.3
27536,6.9
27537,7.4
27538,7.3
27539,7.4
27540,26.8
27541,8.7
27542,9.2
27543,28.8
27544,9.7
27545,8.6
27546,7.6
27547,26.0
27548,6.2
27549,5.8
27550,24.3
27551,4.8
27552,4.7
27553,23.7
27554,23.1
27555,3.3
27556,3.0
27557,2.6
27558,2.7
27559,2.6
27560,2.4
27561,2.4
27562,3.5
27563,24.2
27564,6.2
27565,6.5
27566,7.0
27567,6.8
27568,6.4
27569,6.1
27570,24.8
27571,5.2
27572,5.2
27573,5.5
27574,5.0
27575,4.0
27576,3.5
27577,2.7
27578,0.9
27579,-1.6
27580,-2.7
27581,-3.4
27582,-3.5
27583,15.6
27584,-3.7
27585,-3.6
27586,-3.1
27587,-3.2
27588,16.5
27589,-2.7
27590,-2.4
27591,-1.4
27592,-1.6
27593,17.4
27594,-2.3
27595,-2.6
27596,16.6
27597,-2.6
27598,16.7
27599,-2.3
27600,-2.2
27601,-2.3
27602,-2.6
27603,-2.4
27604,-2.3
27605,-2.4
27606,-1.9
27607,-1.8
27608,-2.3
27609,-2.0
27610,-0.6
27611,0.7
27612,1.2
27613,1.9
27614,21.1
27615,1.9
27616,1.8
27617,0.5
27618,-0.6
27619,-0.9
27620,-1.8
27621,16.6
27622,-1.4
27623,-1.2
27624,17.9
27625,-1.3
27626,-1.4
27627,-1.4
27628,-1.9
27629,-2.1
27630,-2.1
27631,-2.2
27632,17.1
27633,18.1
27634,-0.8
27635,-0.1
27636,0.7
27637,0.9
27638,0.8
27639,20.0
27640,19.3
27641,18.9
27642,-1.0
27643,17.7
27644,-1.7
27645,-2.2
27646,-2.4
27647,16.9
27648,-2.6
27649,-3.5
27650,-5.3
27651,-6.1
27652,14.2
27653,-3.9
27654,-2.6
27655,-2.5
27656,-2.0
27657,-1.4
27658,18.9
27659,1.1
27660,20.9
27661,1.5
27662,18.5
27663,-1.5
27664,-1.4
27665,-1.4
27666,17.9
27667,17.9
27668,-1.2
27669,-1.1
27670,-1.2
27671,-1.2
27672,-1.2
27673,17.8
27674,17.5
27675,-2.0
27676,-2.1
27677,17.1
27678,-3.3
27679,-5.5
27680,-5.6
27681,-5.6
27682,-5.7
27683,-5.9
27684,13.7
27685,-5.0
27686,-6.0
27687,-6.6
27688,12.1
27689,-7.6
27690,11.5
27691,-7.8
27692,-7.6
27693,11.6
27694,-7.8
27695,-7.8
27696,-7.7
27697,11.5
27698,-8.1
27699,11.1
27700,10.8
27701,-9.0
27702,10.2
27703,-9.8
27704,-10.3
27705,-10.4
27706,-10.0
27707,-9.6
27708,-9.2
27709,-9.1
27710,10.1
27711,10.1
27712,-10.0
27713,-9.9
27714,-10.6
27715,8.6
27716,-10.9
27717,-10.7
27718,-11.0
27719,7.6
27720,-12.3
27721,6.5
27722,-13.2
27723,-13.5
27724,-13.3
27725,6.5
27726,-12.7
27727,-14.2
27728,3.7
27729,-14.7
27730,8.2
27731,-7.5
27732,-6.6
27733,-6.8
27734,-7.1
27735,13.0
27736,-6.0
27737,-9.5
27738,-9.9
27739,-8.8
27740,-9.2
27741,-8.3
27742,-7.7
27743,-7.0
27744,-7.0
27745,-6.9
27746,-6.1
27747,14.0
27748,-6.8
27749,-5.9
27750,13.8
27751,-4.7
27752,-2.2
27753,-3.0
27754,-2.1
27755,-1.1
27756,18.4
27757,-0.9
27758,-1.2
27759,-1.2
27760,-2.0
27761,-2.9
27762,-2.6
27763,-2.5
27764,-2.1
27765,-1.6
27766,-2.2
27767,-2.7
27768,-3.5
27769,-3.8
27770,-4.3
27771,-5.4
27772,-7.1
27773,-8.1
27774,-8.6
27775,-8.7
27776,-8.8
27777,-7.8
27778,-7.3
27779,-6.7
27780,14.0
27781,-5.4
27782,-5.5
27783,-6.0
27784,-5.7
27785,-6.4
27786,-7.6
27787,-7.8
27788,-7.3
27789,-6.9
27790,12.5
27791,12.8
27792,-6.6
27793,-6.5
27794,-6.4
27795,-6.8
27796,-7.1
27797,12.1
27798,11.5
27799,-9.4
27800,-8.8
27801,-8.1
27802,-6.8
27803,-5.7
27804,-6.0
27805,14.9
27806,-4.1
27807,-6.3
27808,-6.4
27809,-6.7
27810,11.7
27811,-8.2
27812,-9.1
27813,10.4
27814,-8.9
27815,-8.7
27816,10.8
27817,-7.9
27818,-7.8
27819,-8.3
27820,-8.3
27821,10.3
27822,-8.3
27823,-8.9
27824,-7.7
27825,-6.8
27826,-3.7
27827,-3.2
27828,-3.8
27829,-5.0
27830,-5.0
27831,-5.2
27832,-5.5
27833,-7.0
27834,-7.5
27835,11.6
27836,-8.4
27837,-8.1
27838,-8.2
27839,-8.2
27840,-6.2
27841,-7.2
27842,11.2
27843,-8.1
27844,-7.3
27845,-8.2
27846,-6.3
27847,-7.0
27848,-6.9
27849,-5.0
27850,-2.4
27851,-1.5
27852,-3.0
27853,-2.4
27854,-1.9
27855,-0.4
27856,4.3
27857,18.6
27858,15.1
27859,-2.9
27860,-0.5
27861,-1.6
27862,18.1
27863,2.6
27864,22.2
27865,21.9
27866,0.3
27867,1.0
27868,1.4
27869,1.3
27870,1.3
27871,20.6
27872,1.3
27873,1.8
27874,2.5
27875,3.5
27876,4.0
27877,3.7
27878,3.2
27879,3.3
27880,22.9
27881,3.6
27882,2.8
27883,1.7
27884,1.6
27885,1.5
27886,21.2
27887,21.1
27888,1.5
27889,2.3
27890,3.3
27891,22.8
27892,2.6
27893,1.6
27894,1.9
27895,1.9
27896,21.8
27897,3.9
27898,6.0
27899,6.7
27900,6.8
27901,6.4
27902,5.7
27903,6.6
27904,27.5
27905,5.5
27906,5.4
27907,4.8
27908,4.8
27909,5.4
27910,4.7
27911,4.9
27912,24.1
27913,4.1
27914,3.2
27915,2.3
27916,2.2
27917,4.5
27918,3.6
27919,3.1
27920,1.6
27921,1.8
27922,20.6
27923,24.2
27924,25.3
27925,5.2
27926,4.9
27927,5.2
27928,3.5
27929,3.2
27930,23.2
27931,4.4
27932,4.3
27933,3.8
27934,3.8
27935,23.1
27936,2.4
27937,20.1
27938,0.9
27939,3.3
27940,1.8
27941,0.7
27942,21.4
27943,0.3
27944,19.2
27945,20.5
27946,20.5
27947,3.0
27948,24.9
27949,5.2
27950,5.7
27951,5.4
27952,4.1
27953,21.8
27954,2.6
27955,3.0
27956,3.4
27957,3.9
27958,3.5
27959,3.1
27960,3.3
27961,3.7
27962,4.0
27963,5.1
27964,4.7
27965,3.8
27966,4.2
27967,3.9
27968,1.6
27969,0.9
27970,1.1
27971,1.6
27972,3.0
27973,4.5
27974,4.4
27975,5.0
27976,24.3
27977,23.1
27978,2.6
27979,2.2
27980,2.0
27981,2.3
27982,21.6
27983,1.8
27984,1.3
27985,1.1
27986,1.5
27987,0.8
27988,1.7
27989,3.5
27990,3.0
27991,21.1
27992,1.3
27993,0.9
27994,0.2
27995,-0.3
27996,-0.5
27997,-0.2
27998,0.1
27999,0.4
28000,0.8
28001,0.7
28002,19.3
28003,-0.3
28004,-0.9
28005,-1.2
28006,-1.2
28007,-1.4
28008,-1.5
28009,-1.5
28010,-1.6
28011,-2.1
28012,-3.3
28013,-3.3
28014,-2.6
28015,-2.8
28016,-2.5
28017,-1.8
28018,18.3
28019,0.1
28020,0.6
28021,0.6
28022,1.0
28023,1.1
28024,1.5
28025,-0.4
28026,-0.6
28027,19.9
28028,1.2
28029,1.5
28030,1.6
28031,20.2
28032,20.0
28033,0.4
28034,0.7
28035,1.4
28036,1.1
28037,1.8
28038,1.9
28039,2.2
28040,2.1
28041,2.6
28042,1.8
28043,1.4
28044,1.6
28045,1.9
28046,1.8
28047,1.4
28048,1.4
28049,1.2
28050,1.3
28051,1.5
28052,21.0
28053,2.1
28054,2.4
28055,2.5
28056,22.3
28057,2.9
28058,2.3
28059,21.6
28060,21.9
28061,2.7
28062,3.2
28063,3.9
28064,4.3
28065,4.4
28066,4.3
28067,4.2
28068,4.3
28069,4.3
28070,4.0
28071,4.5
28072,24.1
28073,4.6
28074,4.4
28075,4.3
28076,4.0
28077,3.3
28078,2.7
28079,2.7
28080,22.4
28081,2.7
28082,2.0
28083,21.7
28084,3.3
28085,3.4
28086,4.0
28087,4.2
28088,5.0
28089,5.5
28090,5.5
28091,5.6
28092,6.0
28093,6.2
28094,6.6
28095,7.0
28096,7.1
28097,6.8
28098,6.8
28099,6.8
28100,6.7
28101,6.7
28102,6.6
28103,6.5
28104,25.5
28105,5.9
28106,5.3
28107,4.8
28108,4.8
28109,3.8
28110,-0.1
28111,-1.3
28112,-1.7
28113,17.4
28114,16.9
28115,-2.7
28116,-3.0
28117,-3.0
28118,-3.2
28119,-3.6
28120,-4.0
28121,15.1
28122,-4.9
28123,12.6
28124,-7.2
28125,12.1
28126,-7.6
28127,-8.1
28128,-8.4
28129,10.5
28130,-9.1
28131,-9.5
28132,9.6
28133,-9.3
28134,-8.5
28135,-9.7
28136,-10.2
28137,-9.9
28138,-6.4
28139,-5.6
28140,-6.0
28141,-5.6
28142,-5.6
28143,13.5
28144,-6.2
28145,-7.3
28146,11.1
28147,-8.7
28148,-8.6
28149,-9.0
28150,-9.2
28151,-8.6
28152,10.8
28153,-8.5
28154,10.5
28155,-9.2
28156,-9.0
28157,-9.3
28158,-9.9
28159,-10.4
28160,-11.5
28161,-11.0
28162,11.7
28163,-5.2
28164,-4.6
28165,-4.2
28166,-3.8
28167,-3.1
28168,16.1
28169,-4.1
28170,11.5
28171,-8.7
28172,-8.2
28173,-7.6
28174,-7.6
28175,-8.0
28176,10.9
28177,11.1
28178,-8.0
28179,10.7
28180,-8.8
28181,-9.6
28182,-9.2
28183,11.1
28184,-8.7
28185,-7.5
28186,-4.4
28187,-3.1
28188,-3.4
28189,-4.4
28190,-4.2
28191,15.6
28192,14.2
28193,-6.4
28194,11.6
28195,-7.3
28196,-6.9
28197,12.4
28198,-7.6
28199,-7.3
28200,-6.6
28201,-6.5
28202,-8.5
28203,-6.9
28204,-8.1
28205,-8.0
28206,-5.4
28207,-7.0
28208,-7.2
28209,-5.8
28210,-3.1
28211,-0.1
28212,19.5
28213,19.2
28214,18.4
28215,-2.9
28216,-1.4
28217,-2.4
28218,-3.9
28219,15.7
28220,-3.5
28221,15.8
28222,-3.4
28223,16.1
28224,-3.0
28225,-2.2
28226,-2.3
28227,17.7
28228,-2.1
28229,-1.5
28230,17.8
28231,-1.2
28232,-1.5
28233,-0.6
28234,20.3
28235,22.5
28236,1.2
28237,-0.4
28238,-0.2
28239,-0.2
28240,0.2
28241,0.7
28242,17.8
28243,-1.4
28244,-0.6
28245,-0.4
28246,-0.7
28247,0.3
28248,0.7
28249,2.3
28250,2.3
28251,1.2
28252,1.6
28253,0.5
28254,0.8
28255,20.4
28256,19.3
28257,-1.1
28258,0.6
28259,20.1
28260,20.3
28261,19.6
28262,0.0
28263,0.1
28264,-0.2
28265,-0.8
28266,-0.5
28267,19.0
28268,-2.0
28269,-4.0
28270,-3.3
28271,-3.6
28272,-3.6
28273,-3.8
28274,-3.9
28275,-4.4
28276,-4.3
28277,14.5
28278,-5.3
28279,-5.8
28280,-6.5
28281,-6.8
28282,13.5
28283,-5.2
28284,14.8
28285,-4.0
28286,-3.7
28287,-4.0
28288,-4.2
28289,14.4
28290,-5.5
28291,-5.4
28292,13.5
28293,-5.5
28294,-4.8
28295,-5.0
28296,14.6
28297,-4.5
28298,14.5
28299,-3.9
28300,-3.1
28301,-2.8
28302,-4.0
28303,18.2
28304,20.5
28305,20.1
28306,1.6
28307,21.3
28308,1.7
28309,1.8
28310,20.7
28311,1.1
28312,0.9
28313,0.8
28314,19.3
28315,-0.8
28316,-0.7
28317,-0.9
28318,-1.1
28319,-1.7
28320,-2.3
28321,16.2
28322,-4.2
28323,-3.9
28324,-4.1
28325,-4.5
28326,-3.9
28327,15.8
28328,-3.8
28329,16.2
28330,-2.4
28331,-0.5
28332,0.6
28333,1.2
28334,1.7
28335,19.6
28336,-0.5
28337,-0.6
28338,0.8
28339,20.4
28340,2.3
28341,2.3
28342,1.6
28343,2.1
28344,22.3
28345,4.6
28346,5.3
28347,5.1
28348,5.0
28349,5.1
28350,5.1
28351,4.7
28352,4.6
28353,23.8
28354,23.8
28355,24.1
28356,4.8
28357,24.1
28358,4.7
28359,4.7
28360,4.7
28361,4.8
28362,5.0
28363,5.2
28364,5.5
28365,5.5
28366,4.9
28367,24.4
28368,4.5
28369,3.4
28370,3.5
28371,2.4
28372,2.5
28373,24.1
28374,24.4
28375,5.3
28376,5.2
28377,4.4
28378,4.4
28379,5.5
28380,6.0
28381,5.5
28382,4.7
28383,21.8
28384,0.7
28385,0.7
28386,20.3
28387,1.2
28388,1.6
28389,2.6
28390,1.8
28391,1.9
28392,3.0
28393,3.6
28394,3.9
28395,2.8
28396,22.2
28397,22.3
28398,21.8
28399,1.8
28400,0.1
28401,-0.8
28402,18.7
28403,-0.6
28404,-0.7
28405,-1.0
28406,-1.3
28407,16.8
28408,-3.8
28409,-4.9
28410,-5.6
28411,-5.9
28412,-6.2
28413,-6.3
28414,-7.0
28415,-7.3
28416,-7.4
28417,-7.3
28418,-7.4
28419,-7.5
28420,11.7
28421,-8.2
28422,-8.4
28423,-8.8
28424,-9.2
28425,-9.8
28426,-9.3
28427,-8.6
28428,11.4
28429,-7.4
28430,-6.8
28431,13.1
28432,-6.2
28433,-7.0
28434,-7.8
28435,-8.0
28436,-8.1
28437,-8.6
28438,-7.7
28439,-8.1
28440,-8.0
28441,-7.7
28442,11.3
28443,-8.5
28444,-7.2
28445,-8.3
28446,-8.0
28447,-7.8
28448,-7.8
28449,-7.7
28450,-5.6
28451,16.7
28452,16.5
28453,16.4
28454,-2.9
28455,16.1
28456,15.3
28457,-5.8
28458,-5.6
28459,14.5
28460,-5.7
28461,13.5
28462,-5.5
28463,-5.8
28464,-5.3
28465,-5.2
28466,-5.6
28467,-6.0
28468,-5.7
28469,-5.1
28470,-4.7
28471,-3.8
28472,-4.4
28473,-5.3
28474,15.1
28475,-2.6
28476,-1.9
28477,-2.4
28478,-3.3
28479,-1.7
28480,-2.7
28481,14.9
28482,14.9
28483,16.0
28484,-4.2
28485,15.1
28486,-4.8
28487,14.3
28488,-5.0
28489,-4.9
28490,-5.8
28491,-5.5
28492,-6.3
28493,-5.7
28494,-5.5
28495,13.9
28496,14.5
28497,-5.2
28498,-5.3
28499,-3.7
28500,-3.9
28501,-3.7
28502,-2.8
28503,-2.2
28504,-1.9
28505,-3.6
28506,14.8
28507,-4.8
28508,14.3
28509,-5.0
28510,14.5
28511,14.8
28512,-5.0
28513,-5.0
28514,-5.6
28515,-5.2
28516,-4.7
28517,-4.9
28518,-4.7
28519,14.4
28520,14.7
28521,15.0
28522,-1.9
28523,3.4
28524,1.9
28525,1.9
28526,2.4
28527,2.8
28528,1.6
28529,-0.4
28530,-0.4
28531,0.2
28532,0.4
28533,19.9
28534,1.0
28535,1.2
28536,1.3
28537,1.3
28538,1.8
28539,2.2
28540,2.0
28541,2.4
28542,2.6
28543,2.4
28544,3.1
28545,3.0
28546,3.4
28547,24.1
28548,5.7
28549,24.2
28550,4.5
28551,2.8
28552,25.2
28553,1.6
28554,4.5
28555,4.7
28556,4.8
28557,4.6
28558,4.9
28559,24.6
28560,4.9
28561,4.8
28562,4.9
28563,4.7
28564,4.5
28565,4.7
28566,23.3
28567,4.2
28568,4.0
28569,22.9
28570,3.9
28571,3.9
28572,3.2
28573,1.0
28574,20.1
28575,1.3
28576,2.5
28577,2.7
28578,21.8
28579,2.0
28580,2.0
28581,1.0
28582,0.1
28583,-0.8
28584,-1.4
28585,17.3
28586,-2.6
28587,-2.8
28588,16.1
28589,-3.7
28590,15.1
28591,-4.8
28592,-5.0
28593,14.4
28594,15.3
28595,-3.4
28596,-2.6
28597,-2.1
28598,-2.5
28599,15.8
28600,-4.2
28601,-4.3
28602,-4.7
28603,-5.1
28604,-5.3
28605,13.1
28606,-6.9
28607,-7.9
28608,10.9
28609,-8.6
28610,-9.0
28611,10.1
28612,-9.4
28613,-9.7
28614,-10.2
28615,8.8
28616,-10.6
28617,-10.6
28618,-9.3
28619,-8.4
28620,11.6
28621,-7.2
28622,-7.2
28623,12.1
28624,12.2
28625,-7.5
28626,-8.0
28627,11.8
28628,-7.4
28629,11.9
28630,-7.5
28631,-7.1
28632,-6.7
28633,-5.9
28634,-5.6
28635,-5.4
28636,13.6
28637,-5.3
28638,-4.3
28639,-4.0
28640,14.7
28641,-3.9
28642,-3.1
28643,-2.3
28644,-2.1
28645,-2.0
28646,-2.1
28647,-2.9
28648,-3.1
28649,-3.3
28650,14.9
28651,-5.4
28652,-6.6
28653,12.0
28654,-8.0
28655,-7.9
28656,-7.2
28657,13.0
28658,-5.0
28659,14.1
28660,-5.0
28661,14.2
28662,-4.5
28663,-4.1
28664,15.4
28665,15.6
28666,-2.7
28667,-2.1
28668,-1.2
28669,-0.4
28670,18.9
28671,-0.2
28672,-0.3
28673,0.4
28674,0.9
28675,1.4
28676,1.4
28677,0.9
28678,0.8
28679,1.1
28680,20.7
28681,1.7
28682,20.0
28683,0.6
28684,1.4
28685,1.3
28686,20.6
28687,0.9
28688,0.9
28689,0.4
28690,0.8
28691,1.5
28692,21.2
28693,2.4
28694,2.4
28695,3.0
28696,3.6
28697,3.3
28698,2.5
28699,2.3
28700,2.1
28701,2.1
28702,20.9
28703,1.2
28704,1.4
28705,1.5
28706,1.5
28707,1.6
28708,1.9
28709,1.9
28710,3.1
28711,3.9
28712,4.3
28713,24.3
28714,5.7
28715,7.5
28716,25.3
28717,6.0
28718,6.5
28719,26.4
28720,7.1
28721,6.6
28722,23.8
28723,3.8
28724,3.1
28725,2.6
28726,2.9
28727,3.1
28728,2.6
28729,3.0
28730,2.5
28731,2.5
28732,2.9
28733,3.2
28734,22.0
28735,2.1
28736,1.8
28737,0.9
28738,0.5
28739,-1.6
28740,-2.5
28741,-3.2
28742,-4.2
28743,-5.5
28744,-5.8
28745,-6.9
28746,-7.8
28747,10.6
28748,-8.9
28749,-8.8
28750,-8.9
28751,-9.0
28752,-8.9
28753,-8.8
28754,10.4
28755,-9.9
28756,-10.2
28757,-10.6
28758,-10.8
28759,-11.1
28760,-11.6
28761,-12.0
28762,-11.7
28763,-11.4
28764,-11.1
28765,-10.3
28766,9.3
28767,8.7
28768,-10.6
28769,-11.1
28770,-11.8
28771,-12.0
28772,-11.6
28773,-12.2
28774,-12.6
28775,-13.0
28776,-13.4
28777,-14.1
28778,3.8
28779,-16.1
28780,-16.7
28781,-17.7
28782,-17.1
28783,-17.9
28784,0.8
28785,0.7
28786,-17.3
28787,-15.4
28788,-14.5
28789,-13.9
28790,-13.0
28791,6.5
28792,-12.6
28793,-12.3
28794,-14.6
28795,-15.2
28796,-14.9
28797,4.4
28798,-15.0
28799,-14.7
28800,-15.4
28801,3.6
28802,-15.9
28803,-16.0
28804,-15.4
28805,4.0
28806,-15.7
28807,-15.2
28808,4.5
28809,-14.1
28810,8.8
28811,-8.7
28812,-8.4
28813,-8.0
28814,-9.2
28815,10.2
28816,-8.5
28817,-9.4
28818,-10.8
28819,-10.6
28820,8.7
28821,-10.8
28822,-10.4
28823,-10.2
28824,8.9
28825,-10.6
28826,-11.2
28827,-13.1
28828,-13.1
28829,-13.4
28830,-14.1
28831,-14.4
28832,5.4
28833,5.6
28834,-13.6
28835,-12.6
28836,-11.4
28837,-10.1
28838,-11.2
28839,-10.8
28840,-9.8
28841,8.1
28842,6.2
28843,-13.8
28844,-13.2
28845,-13.0
28846,-13.2
28847,5.8
28848,-13.4
28849,-13.7
28850,-12.6
28851,-12.4
28852,-12.6
28853,7.1
28854,7.8
28855,-12.2
28856,-12.2
28857,-11.8
28858,-8.7
28859,-6.4
28860,-4.2
28861,12.5
28862,-7.1
28863,-5.9
28864,-6.5
28865,12.2
28866,-8.2
28867,-8.9
28868,-8.7
28869,-8.1
28870,10.9
28871,-9.3
28872,-9.0
28873,-8.0
28874,-7.6
28875,-7.9
28876,-8.2
28877,-8.3
28878,-8.4
28879,12.1
28880,-6.7
28881,12.4
28882,-3.7
28883,18.0
28884,-4.5
28885,-6.0
28886,-6.0
28887,-7.1
28888,-6.8
28889,-7.6
28890,10.0
28891,-9.4
28892,-10.6
28893,-11.3
28894,-11.8
28895,-11.9
28896,-11.1
28897,-11.2
28898,-10.0
28899,-11.4
28900,-12.3
28901,7.5
28902,-13.3
28903,-10.9
28904,-11.6
28905,-12.6
28906,-11.5
28907,-9.9
28908,-8.7
28909,-7.8
28910,-8.2
28911,-8.4
28912,-7.6
28913,-8.1
28914,-8.1
28915,-8.1
28916,-8.2
28917,-7.9
28918,-8.2
28919,-9.4
28920,-9.2
28921,-8.2
28922,-8.4
28923,-7.9
28924,-8.3
28925,-8.5
28926,11.1
28927,11.7
28928,11.8
28929,-6.6
28930,15.4
28931,-2.5
28932,-2.8
28933,-2.7
28934,-2.7
28935,-2.8
28936,-2.7
28937,15.1
28938,-5.0
28939,-5.4
28940,-5.2
28941,-4.6
28942,-4.3
28943,-5.5
28944,-5.3
28945,-5.4
28946,-4.8
28947,-4.0
28948,-4.4
28949,15.2
28950,-4.6
28951,14.1
28952,-4.5
28953,-4.2
28954,-2.2
28955,20.1
28956,-0.7
28957,-1.1
28958,-2.4
28959,-3.0
28960,-1.7
28961,-2.3
28962,-3.3
28963,-3.2
28964,-3.3
28965,-4.7
28966,-1.7
28967,-1.2
28968,-2.0
28969,-2.2
28970,-2.5
28971,-1.9
28972,-2.6
28973,-2.8
28974,-2.5
28975,-3.3
28976,-4.2
28977,-4.7
28978,-5.3
28979,13.8
28980,-5.1
28981,-4.7
28982,-4.9
28983,-4.7
28984,15.0
28985,14.6
28986,-5.2
28987,-5.8
28988,-6.8
28989,-7.2
28990,-7.4
28991,-7.7
28992,-7.6
28993,-7.5
28994,-7.8
28995,-8.2
28996,-8.2
28997,-8.9
28998,10.2
28999,-8.7
29000,-9.6
29001,-9.6
29002,12.0
29003,-6.0
29004,-5.3
29005,14.5
29006,-4.1
29007,-3.6
29008,-3.6
29009,15.2
29010,13.8
29011,-5.8
29012,-5.5
29013,-5.8
29014,-5.6
29015,-5.3
29016,14.5
29017,-5.0
29018,-4.9
29019,-5.2
29020,-5.1
29021,-4.4
29022,14.0
29023,-4.4
29024,-2.8
29025,-2.5
29026,-2.2
29027,-0.2
29028,0.3
29029,1.2
29030,1.6
29031,21.3
29032,1.8
29033,1.6
29034,19.2
29035,18.8
29036,18.7
29037,0.1
29038,-0.4
29039,-0.6
29040,19.1
29041,18.9
29042,-0.4
29043,18.0
29044,18.0
29045,-0.5
29046,-0.6
29047,-1.1
29048,-1.2
29049,-0.6
29050,1.3
29051,20.2
29052,22.7
29053,21.7
29054,3.1
29055,1.7
29056,3.8
29057,3.4
29058,0.7
29059,0.3
29060,-0.2
29061,0.1
29062,0.3
29063,-0.9
29064,-0.8
29065,-0.8
29066,0.1
29067,0.2
29068,-0.1
29069,18.0
29070,-0.8
29071,-1.4
29072,17.3
29073,-0.3
29074,2.1
29075,1.9
29076,20.7
29077,20.6
29078,1.6
29079,1.9
29080,1.7
29081,19.8
29082,-1.2
29083,-0.7
29084,0.2
29085,0.5
29086,-0.5
29087,-0.2
29088,-0.9
29089,-0.3
29090,0.4
29091,-0.6
29092,-0.7
29093,20.5
29094,0.9
29095,-0.4
29096,0.4
29097,0.0
29098,1.1
29099,4.5
29100,4.7
29101,5.0
29102,5.4
29103,5.5
29104,5.0
29105,25.0
29106,5.1
29107,3.1
29108,4.4
29109,3.6
29110,3.0
29111,3.1
29112,4.2
29113,4.8
29114,21.6
29115,2.1
29116,2.9
29117,1.9
29118,1.8
29119,2.5
29120,2.0
29121,2.4
29122,23.5
29123,6.4
29124,25.6
29125,4.0
29126,3.7
29127,2.3
29128,4.4
29129,23.4
29130,3.0
29131,2.8
29132,1.9
29133,1.7
29134,1.1
29135,20.1
29136,0.8
29137,-0.1
29138,-0.2
29139,-0.8
29140,-1.6
29141,17.9
29142,18.1
29143,-2.8
29144,-4.0
29145,-3.9
29146,-2.3
29147,-2.5
29148,-2.1
29149,-1.6
29150,-1.1
29151,-1.1
29152,-1.1
29153,-1.3
29154,-2.4
29155,-3.1
29156,-3.4
29157,-4.3
29158,-4.8
29159,14.6
29160,14.4
29161,-5.7
29162,-4.4
29163,-3.8
29164,-3.6
29165,-2.4
29166,-3.3
29167,-4.3
29168,-4.9
29169,-4.8
29170,-3.2
29171,16.7
29172,-0.3
29173,0.2
29174,1.2
29175,0.9
29176,-0.7
29177,-0.9
29178,-2.8
29179,-2.4
29180,17.1
29181,-2.0
29182,-2.3
29183,-1.7
29184,-1.2
29185,-1.5
29186,17.9
29187,-2.4
29188,-2.0
29189,-2.2
29190,16.5
29191,-2.8
29192,-2.0
29193,17.5
29194,2.2
29195,22.4
29196,4.5
29197,4.8
29198,3.2
29199,4.7
29200,24.2
29201,3.8
29202,1.8
29203,20.5
29204,0.8
29205,0.9
29206,1.2
29207,20.6
29208,0.6
29209,19.6
29210,-0.1
29211,-2.2
29212,-2.0
29213,-2.0
29214,-3.6
29215,14.9
29216,-4.5
29217,-4.8
29218,-3.4
29219,-2.6
29220,-1.6
29221,18.6
29222,0.2
29223,0.5
