id,values
52170,23.6
52171,22.0
52172,19.1
52173,38.0
52174,19.1
52175,18.8
52176,18.8
52177,37.3
52178,17.6
52179,17.7
52180,17.4
52181,18.1
52182,16.9
52183,16.4
52184,17.9
52185,18.6
52186,19.4
52187,20.7
52188,21.9
52189,23.1
52190,43.2
52191,43.9
52192,25.4
52193,25.1
52194,23.9
52195,22.9
52196,40.5
52197,20.6
52198,38.8
52199,19.2
52200,37.6
52201,18.3
52202,17.1
52203,16.4
52204,15.9
52205,34.9
52206,14.2
52207,13.2
52208,32.8
52209,12.6
52210,13.6
52211,34.1
52212,36.1
52213,37.1
52214,18.4
52215,18.4
52216,18.0
52217,17.8
52218,16.4
52219,16.3
52220,15.1
52221,14.0
52222,13.8
52223,14.4
52224,33.1
52225,13.4
52226,32.5
52227,12.1
52228,31.0
52229,10.2
52230,11.1
52231,11.8
52232,13.0
52233,34.1
52234,16.3
52235,17.1
52236,37.1
52237,37.6
52238,19.0
52239,39.4
52240,20.4
52241,20.1
52242,38.9
52243,18.6
52244,15.8
52245,16.2
52246,15.8
52247,16.0
52248,16.1
52249,15.4
52250,15.3
52251,14.8
52252,15.5
52253,15.8
52254,15.9
52255,14.9
52256,35.4
52257,17.6
52258,19.3
52259,20.3
52260,40.4
52261,40.7
52262,22.3
52263,22.9
52264,42.1
52265,22.7
52266,22.1
52267,40.2
52268,19.7
52269,39.0
52270,38.9
52271,19.6
52272,19.7
52273,38.9
52274,19.7
52275,18.6
52276,19.1
52277,18.4
52278,17.9
52279,18.3
52280,18.1
52281,37.1
52282,18.9
52283,19.2
52284,19.8
52285,20.5
52286,20.9
52287,21.7
52288,21.9
52289,22.0
52290,21.2
52291,19.3
52292,16.2
52293,15.0
52294,15.3
52295,14.4
52296,13.8
52297,33.0
52298,14.4
52299,14.1
52300,13.1
52301,13.1
52302,13.4
52303,13.1
52304,14.5
52305,37.1
52306,19.1
52307,19.4
52308,20.0
52309,20.3
52310,21.6
52311,22.4
52312,22.6
52313,22.6
52314,22.0
52315,20.6
52316,37.8
52317,18.5
52318,19.0
52319,38.3
52320,19.6
52321,20.0
52322,39.2
52323,39.3
52324,19.8
52325,19.2
52326,18.1
52327,37.1
52328,18.1
52329,37.5
52330,38.3
52331,20.0
52332,21.5
52333,21.8
52334,22.5
52335,42.2
52336,21.8
52337,41.3
52338,40.2
52339,17.9
52340,35.9
52341,34.7
52342,15.2
52343,14.0
52344,12.7
52345,31.0
52346,10.4
52347,9.2
52348,8.4
52349,7.6
52350,6.7
52351,5.8
52352,5.8
52353,7.1
52354,7.9
52355,10.2
52356,29.9
52357,11.2
52358,12.2
52359,13.0
52360,13.5
52361,13.5
52362,12.4
52363,10.7
52364,9.0
52365,7.6
52366,7.0
52367,7.1
52368,6.6
52369,5.9
52370,5.6
52371,4.8
52372,3.6
52373,3.9
52374,3.3
52375,3.0
52376,5.2
52377,8.4
52378,9.5
52379,10.8
52380,12.6
52381,13.4
52382,14.4
52383,15.3
52384,15.6
52385,16.3
52386,15.4
52387,13.1
52388,10.8
52389,9.9
52390,10.7
52391,29.7
52392,11.6
52393,12.1
52394,11.5
52395,30.8
52396,11.9
52397,12.5
52398,12.4
52399,12.3
52400,13.4
52401,16.2
52402,36.1
52403,17.0
52404,37.6
52405,19.1
52406,39.1
52407,39.6
52408,20.7
52409,20.6
52410,20.2
52411,37.8
52412,16.8
52413,16.4
52414,16.2
52415,16.6
52416,17.4
52417,18.3
52418,17.1
52419,17.0
52420,16.1
52421,14.5
52422,15.8
52423,35.7
52424,17.9
52425,39.5
52426,21.1
52427,21.8
52428,22.6
52429,42.4
52430,23.3
52431,23.8
52432,24.0
52433,43.0
52434,22.9
52435,20.9
52436,38.1
52437,19.2
52438,19.3
52439,37.0
52440,17.3
52441,36.4
52442,36.3
52443,17.1
52444,16.9
52445,17.3
52446,17.7
52447,37.0
52448,18.9
52449,22.1
52450,42.2
52451,23.2
52452,23.6
52453,24.1
52454,25.0
52455,25.1
52456,44.4
52457,24.6
52458,24.0
52459,41.7
52460,38.7
52461,19.0
52462,38.2
52463,19.1
52464,18.8
52465,18.6
52466,37.2
52467,17.9
52468,17.4
52469,16.7
52470,17.6
52471,17.1
52472,36.5
52473,19.7
52474,22.7
52475,24.2
52476,25.2
52477,25.4
52478,26.0
52479,26.1
52480,26.2
52481,25.9
52482,24.9
52483,22.3
52484,20.2
52485,18.9
52486,17.8
52487,18.8
52488,18.7
52489,18.3
52490,17.9
52491,17.2
52492,17.2
52493,36.1
52494,16.1
52495,15.6
52496,35.8
52497,38.4
52498,39.6
52499,21.5
52500,22.2
52501,22.5
52502,23.8
52503,25.0
52504,44.5
52505,25.0
52506,24.2
52507,22.2
52508,20.4
52509,38.9
52510,16.6
52511,16.0
52512,14.6
52513,13.9
52514,13.3
52515,12.5
52516,12.3
52517,12.5
52518,12.0
52519,11.2
52520,11.0
52521,15.2
52522,35.3
52523,17.3
52524,18.8
52525,19.0
52526,19.1
52527,19.8
52528,39.8
52529,19.7
52530,38.2
52531,17.1
52532,14.6
52533,14.1
52534,15.2
52535,15.8
52536,35.5
52537,18.2
52538,17.8
52539,17.6
52540,38.6
52541,19.2
52542,18.8
52543,18.4
52544,18.4
52545,20.8
52546,19.6
52547,19.9
52548,41.4
52549,23.1
52550,25.1
52551,24.4
52552,24.3
52553,23.4
52554,22.7
52555,22.2
52556,21.2
52557,20.1
52558,37.4
52559,37.1
52560,17.5
52561,17.2
52562,35.7
52563,35.4
52564,15.3
52565,15.3
52566,15.0
52567,14.9
52568,14.4
52569,14.6
52570,15.5
52571,15.4
52572,14.3
52573,13.2
52574,11.1
52575,8.6
52576,8.0
52577,7.1
52578,6.0
52579,3.8
52580,2.0
52581,23.2
52582,4.1
52583,22.3
52584,1.7
52585,1.1
52586,0.3
52587,-0.2
52588,18.4
52589,-1.9
52590,17.3
52591,-2.6
52592,16.8
52593,-1.1
52594,-0.2
52595,20.2
52596,1.7
52597,2.3
52598,21.8
52599,1.4
52600,0.9
52601,1.6
52602,2.5
52603,20.8
52604,0.3
52605,-0.6
52606,18.6
52607,-0.8
52608,-1.2
52609,17.2
52610,-1.9
52611,-2.1
52612,-2.8
52613,16.7
52614,-3.1
52615,-3.5
52616,-2.9
52617,0.1
52618,1.9
52619,3.1
52620,23.5
52621,5.2
52622,6.6
52623,26.5
52624,26.3
52625,6.8
52626,5.0
52627,22.9
52628,2.9
52629,2.1
52630,21.0
52631,0.9
52632,0.7
52633,1.1
52634,0.9
52635,19.9
52636,1.1
52637,0.8
52638,0.7
52639,1.4
52640,1.9
52641,4.6
52642,6.7
52643,7.4
52644,26.8
52645,7.9
52646,8.3
52647,8.4
52648,8.3
52649,8.3
52650,7.4
52651,5.6
52652,4.1
52653,3.5
52654,3.0
52655,22.9
52656,4.6
52657,23.6
52658,3.4
52659,22.6
52660,2.3
52661,21.5
52662,2.3
52663,21.3
52664,1.6
52665,1.7
52666,22.1
52667,3.4
52668,3.5
52669,3.5
52670,1.9
52671,0.4
52672,-0.2
52673,17.8
52674,-1.9
52675,-1.9
52676,-1.9
52677,-2.3
52678,-2.7
52679,16.0
52680,-3.2
52681,-2.7
52682,16.8
52683,16.8
52684,-2.6
52685,-2.6
52686,-2.8
52687,-2.9
52688,-2.8
52689,-2.6
52690,-1.6
52691,-1.4
52692,17.2
52693,17.2
52694,-1.8
52695,-1.4
52696,-1.4
52697,18.0
52698,-1.3
52699,-1.3
52700,-1.4
52701,-1.5
52702,-1.4
52703,-0.9
52704,-0.9
52705,-1.0
52706,-1.2
52707,18.1
52708,-1.0
52709,-0.8
52710,-1.0
52711,18.1
52712,-1.4
52713,-1.3
52714,-0.9
52715,18.8
52716,-0.7
52717,-1.2
52718,18.2
52719,-0.4
52720,0.1
52721,0.5
52722,0.4
52723,19.5
52724,0.1
52725,-0.1
52726,19.0
52727,0.2
52728,-0.5
52729,-0.2
52730,-0.5
52731,18.5
52732,-0.2
52733,-0.5
52734,-0.6
52735,18.1
52736,-0.4
52737,2.0
52738,4.9
52739,5.7
52740,4.2
52741,6.5
52742,7.0
52743,6.4
52744,6.5
52745,5.9
52746,6.3
52747,22.6
52748,1.9
52749,2.3
52750,21.6
52751,3.0
52752,21.7
52753,21.6
52754,2.6
52755,2.2
52756,21.7
52757,1.6
52758,21.5
52759,2.2
52760,3.0
52761,5.7
52762,7.3
52763,6.9
52764,6.9
52765,7.1
52766,27.0
52767,8.5
52768,8.6
52769,27.5
52770,7.5
52771,24.1
52772,23.8
52773,4.0
52774,3.4
52775,2.7
52776,2.2
52777,1.4
52778,0.5
52779,0.7
52780,20.3
52781,0.9
52782,0.3
52783,-0.3
52784,-0.2
52785,2.1
52786,3.8
52787,24.2
52788,5.9
52789,6.4
52790,26.4
52791,7.9
52792,8.2
52793,27.7
52794,8.1
52795,6.0
52796,5.8
52797,6.7
52798,7.0
52799,6.2
52800,5.6
52801,4.8
52802,3.4
52803,21.8
52804,21.3
52805,21.8
52806,21.5
52807,1.5
52808,1.9
52809,2.8
52810,3.5
52811,4.3
52812,5.3
52813,5.6
52814,6.1
52815,24.8
52816,24.9
52817,24.6
52818,4.5
52819,3.0
52820,1.6
52821,20.0
52822,0.4
52823,-0.7
52824,-1.6
52825,-2.0
52826,-2.0
52827,17.4
52828,-2.2
52829,-2.1
52830,-1.5
52831,-1.4
52832,-0.7
52833,0.2
52834,0.8
52835,0.4
52836,20.4
52837,1.2
52838,0.8
52839,19.9
52840,0.8
52841,0.3
52842,-0.2
52843,-1.1
52844,-0.5
52845,-0.9
52846,-1.4
52847,-1.4
52848,-1.8
52849,-1.9
52850,-2.2
52851,17.2
52852,-1.8
52853,-2.5
52854,-2.9
52855,-3.1
52856,-3.1
52857,-2.0
52858,-0.6
52859,0.6
52860,1.6
52861,2.6
52862,3.2
52863,3.7
52864,3.7
52865,4.3
52866,22.8
52867,-0.3
52868,-1.7
52869,-1.2
52870,-0.1
52871,0.6
52872,1.1
52873,0.1
52874,19.7
52875,-1.6
52876,18.7
52877,-0.1
52878,0.1
52879,1.7
52880,3.5
52881,4.7
52882,7.5
52883,26.4
52884,5.7
52885,27.1
52886,9.5
52887,10.7
52888,7.7
52889,25.8
52890,25.3
52891,5.8
52892,6.5
52893,6.6
52894,6.9
52895,7.3
52896,9.0
52897,8.7
52898,8.3
52899,7.3
52900,7.0
52901,6.8
52902,6.7
52903,6.3
52904,6.9
52905,7.3
52906,9.2
52907,9.2
52908,9.9
52909,7.8
52910,23.8
52911,3.8
52912,4.3
52913,23.9
52914,5.0
52915,24.2
52916,5.3
52917,5.1
52918,5.2
52919,5.6
52920,6.0
52921,25.5
52922,6.1
52923,5.8
52924,5.7
52925,25.2
52926,6.0
52927,6.0
52928,6.0
52929,26.3
52930,8.0
52931,28.1
52932,10.0
52933,10.4
52934,10.2
52935,10.8
52936,11.0
52937,10.6
52938,10.1
52939,9.2
52940,7.0
52941,6.2
52942,25.8
52943,6.3
52944,25.2
52945,6.0
52946,25.0
52947,5.8
52948,5.8
52949,5.6
52950,5.4
52951,5.9
52952,25.1
52953,25.8
52954,7.9
52955,9.6
52956,28.2
52957,9.9
52958,10.4
52959,10.7
52960,11.6
52961,10.8
52962,9.7
52963,8.0
52964,6.8
52965,6.5
52966,6.1
52967,6.4
52968,27.9
52969,10.5
52970,9.3
52971,9.6
52972,8.2
52973,7.9
52974,6.9
52975,7.3
52976,8.0
52977,30.9
52978,12.6
52979,13.1
52980,12.9
52981,13.2
52982,33.5
52983,33.3
52984,33.2
52985,13.4
52986,12.8
52987,10.2
52988,9.8
52989,10.1
52990,11.2
52991,30.7
52992,11.6
52993,11.7
52994,11.6
52995,11.1
52996,10.1
52997,10.1
52998,29.2
52999,29.7
53000,11.3
53001,32.5
53002,13.4
53003,14.8
53004,16.8
53005,18.4
53006,19.3
53007,19.8
53008,39.2
53009,19.3
53010,37.2
53011,17.2
53012,16.7
53013,16.2
53014,15.8
53015,15.0
53016,14.0
53017,13.4
53018,12.5
53019,30.7
53020,11.2
53021,10.1
53022,9.1
53023,9.3
53024,28.2
53025,10.4
53026,13.6
53027,12.8
53028,12.3
53029,13.9
53030,14.5
53031,13.7
53032,32.7
53033,12.2
53034,11.2
53035,29.3
53036,9.6
53037,28.3
53038,27.4
53039,26.2
53040,6.6
53041,26.2
53042,26.2
53043,6.5
53044,25.4
53045,6.0
53046,6.1
53047,5.1
53048,24.4
53049,5.2
53050,5.6
53051,5.7
53052,26.4
53053,5.8
53054,3.1
53055,22.8
53056,24.4
53057,5.3
53058,5.0
53059,4.2
53060,3.7
53061,3.3
53062,3.2
53063,2.7
53064,2.4
53065,2.3
53066,2.2
53067,2.3
53068,2.2
53069,1.9
53070,1.5
53071,1.3
53072,1.0
53073,2.1
53074,3.2
53075,4.3
53076,5.1
53077,5.9
53078,6.8
53079,7.5
53080,26.6
53081,6.8
53082,5.6
53083,5.0
53084,4.9
53085,23.6
53086,4.0
53087,3.8
53088,3.5
53089,3.8
53090,3.9
53091,4.0
53092,4.0
53093,3.6
53094,3.8
53095,23.9
53096,24.4
53097,6.7
53098,26.6
53099,7.1
53100,26.1
53101,6.9
53102,8.2
53103,27.3
53104,10.0
53105,27.5
53106,7.3
53107,6.1
53108,7.2
53109,26.1
53110,6.4
53111,6.0
53112,6.2
53113,6.1
53114,5.9
53115,5.9
53116,24.3
53117,3.6
53118,3.6
53119,3.5
53120,3.8
53121,4.3
53122,25.8
53123,6.7
53124,7.2
53125,27.2
53126,8.6
53127,8.7
53128,28.6
53129,27.9
53130,7.4
53131,5.5
53132,4.5
53133,4.8
53134,4.5
53135,4.6
53136,5.3
53137,5.5
53138,25.5
53139,6.0
53140,6.1
53141,5.8
53142,25.3
53143,5.6
53144,5.9
53145,25.3
53146,7.2
53147,26.6
53148,9.1
53149,10.2
53150,10.6
53151,11.1
53152,29.6
53153,8.6
53154,7.1
53155,6.8
53156,7.0
53157,7.2
53158,7.4
53159,26.9
53160,7.6
53161,7.3
53162,7.2
53163,6.7
53164,6.0
53165,5.4
53166,4.7
53167,4.1
53168,3.9
53169,3.4
53170,3.7
53171,4.4
53172,4.6
53173,23.6
53174,4.5
53175,4.6
53176,4.9
53177,4.7
53178,3.2
53179,0.8
53180,0.1
53181,19.4
53182,0.3
53183,-0.5
53184,-0.9
53185,18.1
53186,-1.6
53187,-1.9
53188,-1.8
53189,-1.2
53190,-1.3
53191,-1.5
53192,-1.5
53193,19.5
53194,2.5
53195,4.0
53196,5.1
53197,5.6
53198,24.6
53199,25.3
53200,5.9
53201,25.3
53202,3.4
53203,3.8
53204,5.7
53205,5.8
53206,6.0
53207,6.1
53208,5.9
53209,6.0
53210,6.4
53211,6.3
53212,6.9
53213,6.6
53214,26.3
53215,26.2
53216,7.3
53217,7.2
53218,8.6
53219,10.3
53220,10.4
53221,10.6
53222,11.0
53223,11.7
53224,11.4
53225,30.0
53226,10.3
53227,21.7
53228,0.0
53229,-0.1
53230,-0.5
53231,-0.9
53232,-1.1
53233,-1.4
53234,-2.0
53235,-2.9
53236,15.9
53237,-3.8
53238,15.1
53239,-4.2
53240,-4.4
53241,-4.1
53242,-3.8
53243,15.9
53244,16.1
53245,-2.8
53246,-2.2
53247,16.4
53248,-2.7
53249,-3.0
53250,15.6
53251,-4.4
53252,-5.0
53253,-5.4
53254,-5.7
53255,13.3
53256,13.5
53257,13.3
53258,-6.2
53259,-6.5
53260,-6.5
53261,-6.6
53262,-6.7
53263,-6.9
53264,-7.1
53265,-6.4
53266,-4.9
53267,-4.0
53268,15.3
53269,-3.2
53270,-2.7
53271,16.7
53272,-2.4
53273,-2.6
53274,-3.6
53275,14.7
53276,-5.4
53277,-5.5
53278,-5.9
53279,-6.4
53280,-7.0
53281,12.2
53282,-6.6
53283,-6.4
53284,12.9
53285,13.1
53286,-6.1
53287,12.8
53288,14.0
53289,15.0
53290,-4.0
53291,-3.1
53292,-3.8
53293,-4.1
53294,-3.2
53295,16.0
53296,-3.2
53297,-3.1
53298,-3.0
53299,-2.5
53300,-1.6
53301,0.3
53302,1.7
53303,2.6
53304,2.8
53305,3.0
53306,2.9
53307,22.3
53308,3.0
53309,3.0
53310,3.0
53311,3.2
53312,3.1
53313,22.7
53314,3.8
53315,4.8
53316,5.5
53317,25.2
53318,6.9
53319,7.7
53320,7.6
53321,26.5
53322,6.3
53323,24.9
53324,6.0
53325,25.7
53326,6.7
53327,7.0
53328,6.8
53329,6.9
53330,7.5
53331,8.0
53332,7.9
53333,7.6
53334,7.4
53335,7.9
53336,8.2
53337,8.4
53338,28.7
53339,29.8
53340,10.9
53341,11.5
53342,30.9
53343,12.3
53344,11.8
53345,11.7
53346,10.6
53347,9.2
53348,28.3
53349,27.7
53350,8.9
53351,8.6
53352,8.0
53353,26.0
53354,5.4
53355,5.0
53356,4.4
53357,23.1
53358,3.2
53359,22.1
53360,21.6
53361,2.9
53362,4.3
53363,4.0
53364,4.8
53365,5.2
53366,6.1
53367,26.1
53368,7.1
53369,25.8
53370,23.3
53371,1.7
53372,0.7
53373,0.7
53374,0.0
53375,0.5
53376,0.7
53377,0.4
53378,0.6
53379,19.5
53380,0.7
53381,1.5
53382,1.3
53383,1.8
53384,1.6
53385,22.4
53386,5.0
53387,6.0
53388,25.6
53389,7.4
53390,7.6
53391,8.1
53392,27.1
53393,8.5
53394,8.4
53395,23.8
53396,22.8
53397,5.6
53398,5.5
53399,23.9
53400,3.3
53401,4.8
53402,4.9
53403,4.8
53404,24.0
53405,4.5
53406,24.6
53407,5.3
53408,24.0
53409,5.2
53410,6.2
53411,6.8
53412,26.5
53413,8.1
53414,9.1
53415,28.5
53416,8.6
53417,7.5
53418,5.7
53419,5.8
53420,5.9
53421,25.2
53422,6.3
53423,6.5
53424,7.2
53425,7.9
53426,26.7
53427,26.3
53428,6.1
53429,4.6
53430,4.1
53431,4.4
53432,23.0
53433,3.6
53434,7.9
53435,9.5
53436,9.7
53437,30.1
53438,11.4
53439,12.9
53440,13.1
53441,11.3
53442,10.1
53443,10.8
53444,11.6
53445,11.5
53446,10.6
53447,11.5
53448,11.1
53449,10.5
53450,30.4
53451,10.8
53452,11.4
53453,10.8
53454,10.9
53455,11.5
53456,11.3
53457,11.7
53458,12.9
53459,13.7
53460,14.4
53461,33.9
53462,13.9
53463,13.8
53464,13.9
53465,13.5
53466,12.6
53467,12.0
53468,30.8
53469,11.4
53470,9.9
53471,8.4
53472,8.6
53473,26.7
53474,25.9
53475,6.2
53476,5.2
53477,4.9
53478,4.8
53479,24.2
53480,5.2
53481,24.7
53482,4.6
53483,22.4
53484,2.2
53485,2.0
53486,1.6
53487,21.1
53488,1.8
53489,21.4
53490,2.3
53491,2.5
53492,21.8
53493,2.7
53494,2.4
53495,2.2
53496,1.9
53497,1.8
53498,1.6
53499,1.2
53500,1.0
53501,20.3
53502,0.8
53503,1.0
53504,0.5
53505,0.2
53506,1.1
53507,1.8
53508,2.5
53509,3.3
53510,3.5
53511,3.4
53512,3.8
53513,3.1
53514,1.9
53515,0.4
53516,0.7
53517,19.5
53518,18.4
53519,18.7
53520,-0.2
53521,0.5
53522,19.8
53523,0.0
53524,-0.5
53525,-1.4
53526,-1.4
53527,-1.4
53528,-1.1
53529,-0.6
53530,1.3
53531,3.0
53532,3.9
53533,4.2
53534,4.9
53535,5.0
53536,4.5
53537,3.2
53538,1.7
53539,20.0
53540,0.9
53541,1.5
53542,0.9
53543,0.3
53544,19.9
53545,1.4
53546,1.4
53547,20.9
53548,20.5
53549,1.1
53550,20.4
53551,1.1
53552,21.7
53553,22.4
53554,4.8
53555,25.1
53556,7.7
53557,9.1
53558,9.4
53559,9.5
53560,8.4
53561,7.5
53562,7.0
53563,6.8
53564,6.6
53565,6.5
53566,5.5
53567,5.5
53568,24.9
53569,5.1
53570,4.8
53571,4.8
53572,3.8
53573,3.4
53574,3.4
53575,21.9
53576,1.9
53577,2.2
53578,22.8
53579,5.5
53580,7.2
53581,7.8
53582,8.4
53583,8.3
53584,8.4
53585,7.0
53586,5.8
53587,5.2
53588,5.0
53589,5.1
53590,5.3
53591,24.8
53592,5.5
53593,25.1
53594,5.1
53595,4.6
53596,4.6
53597,4.6
53598,23.6
53599,4.4
53600,4.3
53601,4.3
53602,4.5
53603,4.8
53604,5.2
53605,4.1
53606,2.9
53607,3.0
53608,1.4
53609,0.4
53610,0.6
53611,0.3
53612,-0.1
53613,-0.1
53614,-0.2
53615,19.0
53616,-0.5
53617,-0.8
53618,-1.6
53619,-2.5
53620,-2.8
53621,-3.1
53622,-3.9
53623,-3.9
53624,-4.9
53625,-5.5
53626,14.1
53627,-4.6
53628,-4.2
53629,-4.2
53630,15.7
53631,-3.2
53632,16.0
53633,-4.0
53634,14.9
53635,-5.4
53636,-5.5
53637,-5.5
53638,-5.9
53639,-6.2
53640,-5.6
53641,13.8
53642,-5.7
53643,-6.4
53644,-6.8
53645,12.5
53646,-6.8
53647,12.4
53648,-7.2
53649,-6.6
53650,-4.1
53651,-3.3
53652,16.5
53653,-3.8
53654,-3.8
53655,-3.6
53656,-3.4
53657,-3.9
53658,-4.4
53659,-4.8
53660,-4.8
53661,-4.9
53662,-4.6
53663,-4.2
53664,13.2
53665,13.3
53666,-6.3
53667,-7.1
53668,-7.9
53669,-7.8
53670,11.3
53671,-8.2
53672,-8.4
53673,-8.6
53674,11.1
53675,-7.5
53676,11.9
53677,11.8
53678,-6.8
53679,-6.8
53680,-6.7
53681,12.1
53682,11.7
53683,10.9
53684,11.3
53685,-8.3
53686,-8.8
53687,-8.4
53688,-7.8
53689,11.7
53690,-7.7
53691,-7.6
53692,-7.7
53693,11.8
53694,12.2
53695,-7.0
53696,-7.6
53697,13.3
53698,-4.1
53699,17.0
53700,-2.2
53701,-1.8
53702,-1.1
53703,-0.7
53704,-1.2
53705,-1.6
53706,-3.3
53707,-4.3
53708,-3.5
53709,-3.0
53710,-1.4
53711,18.2
53712,-0.9
53713,-2.2
53714,-3.1
53715,-2.4
53716,-2.3
53717,-0.1
53718,-0.8
53719,0.7
53720,0.6
53721,1.5
53722,2.9
53723,4.1
53724,5.6
53725,5.5
53726,5.8
53727,6.1
53728,6.4
53729,5.3
53730,4.4
53731,4.8
53732,4.7
53733,6.0
53734,6.1
53735,6.3
53736,6.6
53737,6.9
53738,7.4
53739,7.7
53740,7.9
53741,8.1
53742,8.1
53743,27.1
53744,7.5
53745,26.9
53746,8.3
53747,9.4
53748,9.8
53749,10.3
53750,10.7
53751,29.9
53752,10.6
53753,10.2
53754,28.5
53755,8.7
53756,8.3
53757,8.8
53758,5.3
53759,3.0
53760,1.8
53761,0.8
53762,1.5
53763,1.9
53764,0.1
53765,18.5
53766,-2.2
53767,-2.8
53768,-2.4
53769,-2.1
53770,-1.9
53771,-2.2
53772,-2.4
53773,-1.4
53774,-0.9
53775,-0.8
53776,18.8
53777,18.3
53778,-2.4
53779,-3.6
53780,-4.8
53781,15.8
53782,-3.7
53783,-3.4
53784,-2.3
53785,-2.5
53786,17.6
53787,-1.6
53788,-1.4
53789,-2.0
53790,-2.5
53791,-1.8
53792,-1.9
53793,-1.7
53794,2.0
53795,23.6
53796,6.2
53797,6.5
53798,6.5
53799,6.2
53800,25.8
53801,3.9
53802,3.0
53803,4.1
53804,2.8
53805,4.5
53806,3.8
53807,3.2
53808,4.6
53809,23.2
53810,4.3
53811,3.7
53812,1.7
53813,5.1
53814,6.1
53815,4.5
53816,4.4
53817,1.1
53818,20.0
53819,6.3
53820,7.2
53821,6.0
53822,7.4
53823,7.6
53824,8.2
53825,8.1
53826,4.3
53827,0.5
53828,-0.4
53829,-0.4
53830,-1.1
53831,-1.5
53832,-1.9
53833,-2.7
53834,-3.3
53835,-3.5
53836,-3.9
53837,-4.3
53838,-4.4
53839,14.5
53840,13.9
53841,-5.9
53842,-6.1
53843,-5.4
53844,-4.4
53845,-4.0
53846,16.3
53847,-2.6
53848,-2.8
53849,-3.1
53850,-5.0
53851,13.7
53852,-5.6
53853,-5.2
53854,-4.7
53855,-4.0
53856,-3.4
53857,-3.3
53858,-3.2
53859,16.2
53860,-2.0
53861,16.6
53862,-2.9
53863,-1.9
53864,-1.6
53865,-1.6
53866,-1.9
53867,-2.5
53868,-2.7
53869,-2.8
53870,-3.2
53871,-2.8
53872,-2.9
53873,16.2
53874,-3.4
53875,-3.6
53876,-3.6
53877,15.2
53878,-4.3
53879,-4.8
53880,-5.1
53881,-5.5
53882,-5.9
53883,13.1
53884,13.0
53885,12.7
53886,-6.5
53887,13.0
53888,-6.9
53889,-7.2
53890,-5.0
53891,-3.5
53892,-2.0
53893,-1.6
53894,-0.8
53895,-0.9
53896,-0.6
53897,-1.6
53898,-2.9
53899,-3.5
53900,-3.9
53901,-3.1
53902,-2.5
53903,-2.1
53904,-1.7
53905,18.2
53906,-0.8
53907,-1.3
53908,-0.6
53909,0.4
53910,19.0
53911,18.2
53912,-0.8
53913,20.2
53914,1.8
53915,1.4
53916,2.5
53917,2.8
53918,21.6
53919,20.3
53920,1.1
53921,3.3
53922,-1.8
53923,-1.5
53924,0.9
53925,1.5
53926,1.2
53927,1.8
53928,21.0
53929,1.7
53930,1.7
53931,20.5
53932,1.1
53933,0.9
53934,0.8
53935,20.1
53936,20.4
53937,2.0
53938,3.6
53939,3.7
53940,4.6
53941,3.6
53942,3.1
53943,2.6
53944,3.9
53945,3.1
53946,3.7
53947,3.0
53948,3.0
53949,3.0
53950,22.6
53951,5.3
53952,21.5
53953,24.5
53954,5.3
53955,5.4
53956,3.2
53957,4.8
53958,4.7
53959,5.5
53960,23.7
53961,4.1
53962,3.1
53963,4.4
53964,6.3
53965,8.3
53966,8.8
53967,28.3
53968,7.7
53969,6.6
53970,5.7
53971,5.4
53972,5.5
53973,5.7
53974,5.8
53975,6.0
53976,25.4
53977,5.8
53978,5.7
53979,5.8
53980,6.2
53981,6.3
53982,6.0
53983,25.0
53984,5.4
53985,23.6
53986,0.6
53987,19.4
53988,0.6
53989,1.5
53990,2.2
53991,0.6
53992,0.2
53993,-0.1
53994,-0.5
53995,-1.1
53996,17.1
53997,-2.7
53998,-2.8
53999,-2.8
54000,15.9
54001,-3.9
54002,-4.8
54003,-5.6
54004,-6.4
54005,-6.4
54006,-6.3
54007,-6.3
54008,-6.5
54009,-5.9
54010,15.3
54011,-2.1
54012,18.7
54013,0.1
54014,0.1
54015,0.8
54016,0.4
54017,-0.4
54018,17.2
54019,-2.2
54020,-2.4
54021,-3.0
54022,16.5
54023,-3.2
54024,16.3
54025,-3.2
54026,-3.3
54027,-3.2
54028,15.8
54029,-3.0
54030,-1.9
54031,-2.4
54032,-2.8
54033,17.1
54034,-1.2
54035,20.9
54036,2.3
54037,2.5
54038,2.1
54039,22.2
54040,21.7
54041,21.4
54042,0.3
54043,0.2
54044,0.1
54045,0.0
54046,1.0
54047,0.7
54048,20.2
54049,20.2
54050,19.7
54051,1.0
54052,0.9
54053,0.4
54054,18.5
54055,-0.9
54056,-0.2
54057,0.6
54058,22.3
54059,4.3
54060,3.2
54061,3.5
54062,4.2
54063,23.3
54064,2.4
54065,22.6
54066,22.4
54067,21.3
54068,2.4
54069,2.3
54070,2.0
54071,2.2
54072,2.6
54073,2.0
54074,20.8
54075,1.2
54076,0.7
54077,19.7
54078,19.9
54079,-0.1
54080,17.4
54081,-2.7
54082,-2.0
54083,-0.9
54084,0.1
54085,0.1
54086,0.4
54087,-0.2
54088,-1.0
54089,-1.8
54090,-2.8
54091,16.6
54092,-3.2
54093,-3.8
54094,-5.0
54095,-5.2
54096,-5.6
54097,13.9
54098,-6.2
54099,-5.9
54100,-6.2
54101,-6.7
54102,-6.3
54103,-6.6
54104,-6.6
54105,-7.1
54106,-5.7
54107,15.7
54108,15.2
54109,-4.4
54110,16.0
54111,17.3
54112,16.4
