,0
1732,-4.9
1733,-5.4
1734,-4.7
1735,-4.5
1736,7.3
1737,-3.5
1738,8.3
1739,-2.6
1740,9.3
1741,-1.7
1742,-1.5
1743,9.8
1744,-1.5
1745,-1.4
1746,-1.2
1747,-1.1
1748,10.1
1749,-1.4
1750,9.9
1751,-1.2
1752,-1.2
1753,-0.8
1754,-0.5
1755,-0.3
1756,-0.5
1757,-0.5
1758,-0.2
1759,-0.2
1760,11.3
1761,0.4
1762,0.3
1763,0.2
1764,11.5
1765,0.1
1766,0.3
1767,0.6
1768,0.8
1769,0.7
1770,0.6
1771,0.5
1772,0.0
1773,-0.5
1774,-1.0
1775,-1.4
1776,-1.5
1777,-1.4
1778,-1.7
1779,-1.9
1780,-2.2
1781,8.6
1782,-2.4
1783,-1.4
1784,-3.0
1785,-4.6
1786,-5.0
1787,-5.1
1788,5.9
1789,-6.3
1790,-6.8
1791,-7.8
1792,-7.0
1793,4.5
1794,-7.2
1795,-7.2
1796,-6.7
1797,4.7
1798,-7.3
1799,-8.1
1800,-8.5
1801,-8.6
1802,-8.5
1803,-8.6
1804,-8.7
1805,-9.0
1806,-9.3
1807,-9.3
1808,-9.7
1809,-9.4
1810,2.4
1811,-8.6
1812,-8.4
1813,-8.2
1814,-7.9
1815,-8.8
1816,2.6
1817,-8.9
1818,-9.8
1819,-10.4
1820,-0.3
1821,-12.2
1822,-12.6
1823,-13.5
1824,-15.5
1825,-16.8
1826,-15.9
1827,-15.9
1828,-15.6
1829,-16.2
1830,-16.3
1831,-16.0
1832,-5.0
1833,-15.6
1834,-2.2
1835,-12.3
1836,-11.3
1837,-10.8
1838,-1.1
1839,-11.1
1840,-0.2
1841,-9.7
1842,-10.5
1843,-10.3
1844,-10.0
1845,1.3
1846,-10.0
1847,2.2
1848,-10.1
1849,1.4
1850,-9.8
1851,-9.7
1852,-9.8
1853,1.5
1854,3.1
1855,-9.7
1856,-8.7
1857,-8.8
1858,2.5
1859,-8.4
1860,-7.2
1861,6.2
1862,-5.1
1863,-4.3
1864,-4.3
1865,-4.9
1866,6.2
1867,6.1
1868,-6.5
1869,-5.6
1870,-5.5
1871,-5.9
1872,-3.6
1873,-3.2
1874,-3.3
1875,-5.0
1876,-5.7
1877,-6.2
1878,-6.2
1879,-6.5
1880,4.7
1881,-6.7
1882,-5.9
1883,-5.6
1884,-4.4
1885,-4.3
1886,-4.2
1887,-4.8
1888,-5.7
1889,-7.5
1890,-7.8
1891,-7.4
1892,-7.1
1893,4.4
1894,-6.7
1895,5.2
1896,5.2
1897,-6.5
1898,-6.9
1899,-7.0
1900,-7.5
1901,-7.8
1902,-8.2
1903,-8.0
1904,-8.6
1905,-8.2
1906,-8.6
1907,-6.9
1908,-6.0
1909,-5.1
1910,-5.5
1911,-6.1
1912,-6.3
1913,-6.4
1914,4.5
1915,-7.0
1916,-7.1
1917,-6.6
1918,-6.7
1919,-6.7
1920,-5.9
1921,-5.9
1922,-5.6
1923,-5.5
1924,-5.9
1925,-6.8
1926,-4.9
1927,-1.8
1928,-0.8
1929,-0.6
1930,-0.1
1931,0.0
1932,0.3
1933,0.4
1934,0.2
1935,0.1
1936,0.1
1937,11.0
1938,-0.4
1939,-0.4
1940,-0.5
1941,-0.7
1942,-0.7
1943,-0.8
1944,-0.7
1945,-0.9
1946,-1.1
1947,-0.9
1948,10.3
1949,-0.5
1950,-0.6
1951,-0.5
1952,-0.9
1953,-1.1
1954,10.4
1955,10.6
1956,-0.8
